,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,023,024,025,026,027,028,029,030,031,032,033,034,035,036,037,038,039,040,041,042,043,044,045,046,047,048,049,050,051,052,053,054,055,056,057,058,059,060,061,062,063,064,065,066,067,068,069,070,071,072,073,074,075,076,077,078,079,080,081,082,083,084,085,086,087,088,089,090,091,092,093,094,095,096,097,098,099,100
cg001,0.8561033771438719,0.8760111703542169,0.8270616895853489,0.058111288748134426,0.8701928629557171,0.6555841983861712,0.42349515500687285,0.013633794410426558,0.3223392282681887,0.19179512278619548,0.26943434363495544,0.11718377113666734,0.6730469533897242,0.31433025291416294,0.24776083784857317,0.5351062357738221,0.662166046727821,0.11937673573396745,0.7067234674228349,0.8156756516943527,0.9854384860786335,0.0817555043723589,0.610440530421576,0.35906469616756176,0.3819494424075506,0.255115168669092,0.8393054251957299,0.22377848029134695,0.1248914250146631,0.8237800921264966,0.011073819033945997,0.39627824799675737,0.7662442971981389,0.3458125980695532,0.3476540919110812,0.009594640406581423,0.43562310623760614,0.12358004343899853,0.7119344728186809,0.43777911373768774,0.459399080716275,0.4945471032943035,0.2069736017846311,0.021110152175214947,0.8727416047559262,0.34035323690060115,0.10909651275301091,0.4002080571925297,0.5914173084658075,0.9965210576141029,0.06319873028183143,0.832905370753156,0.2274186576592383,0.11047832198284646,0.6131691212177535,0.3508400908137649,0.6911194037542983,0.435768735132953,0.1896096386791597,0.46314883329907974,0.6552218987244474,0.8310952870913949,0.05390269629296074,0.2430435129906935,0.5600574961233585,0.3851313165980018,0.564460969972594,0.39218245625065107,0.8995839290997398,0.5106174607506764,0.026693011189603322,0.4494102119458314,0.7986559936060088,0.7134362134355523,0.6635301858904104,0.8437022440346461,0.3380875684860426,0.6305788730690108,0.9478751192622269,0.034647354537226005,0.572604808225279,0.26774920420598025,0.11457986915223017,0.9808298839697015,0.052548771641375946,0.3131769984887459,0.7563161111755508,0.4457367825527957,0.9075136484004065,0.6225179293836468,0.5902662898038336,0.4239081987408262,0.9374107571717165,0.8480499987172626,0.32938579659397205,0.20431405831107985,0.6572364457671795,0.4981324247223802,0.3584650429451639,0.4696242819042903
cg002,0.5280256324049625,0.22860999040431318,0.9661287396892103,0.8539761516063445,0.043189409903011344,0.23218471874316537,0.37145833519162275,0.5665703442759824,0.561103267902486,0.4602309757334123,0.6489840479641746,0.08467584284182261,0.07966629150695659,0.030449351978864225,0.33572757110171036,0.5294921478081249,0.13434371161559344,0.21399876853217925,0.6060932625856041,0.03891634475600669,0.39316886732261547,0.9169388112913774,0.13418873133835263,0.48761817557809684,0.459558243617325,0.9051218167537637,0.9182020865010594,0.07749952624035394,0.2702119842085463,0.47315189841519445,0.4610855885977483,0.9075840174900643,0.7926667409473138,0.07687362971061529,0.16569930593349447,0.3804851901293602,0.5831335555298325,0.8887033267774085,0.6222914192640272,0.5869360282600017,0.9396809883998346,0.8846078750995382,0.9397209149533602,0.20124538824564586,0.8139713093775219,0.1015310681113023,0.3267292755209932,0.34545134323437954,0.3254709137516629,0.41545978583325505,0.040361812888451976,0.8919336736262373,0.9648036423116723,0.7665115631707742,0.320341902049904,0.868682196419703,0.1044641364552178,0.2860556150168271,0.2066695768242427,0.543962036767656,0.6216594712696549,0.47120673251007417,0.7278206641477266,0.1597778295974921,0.5983930045769295,0.04586825560305097,0.4660127505531949,0.7583172679180485,0.16174661428226722,0.7789425207485541,0.9005258737762936,0.23037383537094802,0.861690661439272,0.6136323874614495,0.695891294146749,0.017165481459240017,0.7376099127015832,0.9614629738794368,0.8432706953963216,0.4282235265846043,0.5846184403464032,0.39474597954646795,0.9204802768472754,0.737414450052876,0.9845514702788668,0.6024591969819939,0.778209024966368,0.08064643131405569,0.154659461422349,0.23255266306908162,0.2208120326129055,0.42752235364992075,0.013540362153639407,0.15653749079942336,0.2260323527984318,0.0989948585980831,0.7934642675209345,0.37522366497890347,0.3152696463392888,0.17261216262612744
cg003,0.8222351654867465,0.9146133731623396,0.7059368478571892,0.8062375534667287,0.6129483357882817,0.41207056761645977,0.3388329706502746,0.749124767532862,0.2719534984005144,0.8542012068563694,0.14886972817540078,0.14409814625459938,0.22285625596570513,0.8190383567769178,0.39513647593064494,0.8865652166031571,0.9685455685531074,0.20396185366412778,0.348205250315912,0.17139000324506048,0.6752160337660693,0.7791314043997191,0.5385151881371723,0.382219070928289,0.2614923786229417,0.6602441516403134,0.7540696326862735,0.374429201339991,0.43593673297296875,0.7646984768518946,0.4665706960315007,0.1835609870372662,0.08886435627294464,0.5431770797976769,0.6615546822899318,0.1726266625008065,0.6344060691135148,0.49021177369209135,0.9832359981263975,0.7411696748855895,0.6712906502802811,0.297233868331076,0.6853322886163851,0.4410935631424161,0.6229046520249396,0.40873975252372363,0.4505375457149703,0.7270461452768964,0.730794103945876,0.0628167155496171,0.6060297841826964,0.9750254854948363,0.7532559144031657,0.1662563978785182,0.24281024516383443,0.37621438377404715,0.2964172598989864,0.8114193145905689,0.5077196087942362,0.616545646580965,0.3795581309139274,0.31112020722556555,0.5655160996684793,0.1260557706765939,0.4722062477222745,0.9858001754401357,0.18350877048483383,0.10514458121107662,0.4641058888957261,0.6215871697802964,0.9124818002829609,0.6336501000030144,0.1533797763998025,0.2478336320697423,0.4028728061705237,0.2871080149379521,0.7869019474777486,0.5605945015155418,0.3149516956191363,0.10838034070128211,0.6563813218245481,0.45367530688544055,0.17038247568994047,0.9416793993539265,0.38168168668507196,0.7869836155574246,0.11400056941277514,0.3304606530445695,0.7422954552085637,0.7075518628776377,0.9454811467184348,0.9113228399777492,0.634896196200447,0.39036552358686494,0.012524850130346987,0.8406567934041553,0.32632477537594706,0.3292953634274033,0.8319299568554218,0.1860224932754454
cg004,0.5549703461334853,0.03903854584721178,0.3917261179635051,0.21171952243040026,0.9055855827936025,0.34248270567505235,0.6349716564180209,0.055147079907218344,0.715254756210953,0.677339094572713,0.06475196046341358,0.7469992924029625,0.09012989501307112,0.6183353822507435,0.9701542331145084,0.9876649858946019,0.80413389092473,0.55556232336507,0.5641785821700196,0.5508372164254273,0.4395991860382734,0.7970861568948409,0.9857274551061875,0.6822860592350692,0.3851315111551775,0.6252630150748676,0.3436522948350682,0.21041918806363225,0.3130133869163464,0.36592562144022234,0.5638241402500442,0.12055569957540413,0.8402380977314516,0.8360112213258011,0.11463734450690743,0.04416897327620528,0.9787263663720149,0.9993047996648656,0.12001263719009214,0.3048759734690992,0.03973783615394988,0.7570434264272103,0.8245355089318572,0.7571178501627558,0.2408839351774178,0.7821525226891541,0.06252273767452499,0.7365659056992648,0.4751192736571237,0.22086358284619223,0.3045550114759943,0.617577809469478,0.6210258968400703,0.5659134817206112,0.7496363911902669,0.8392050709480354,0.612627167751272,0.9171056672829125,0.05399564188387007,0.15459878544345618,0.21665521559142076,0.050447714438648816,0.9738485577167095,0.7921789932494531,0.9557033466666206,0.7649488539924635,0.24125585816450645,0.30279218296262067,0.15463205225307675,0.9632598685926583,0.8090157694249074,0.9467151895880326,0.6826315318217921,0.7008847597220488,0.8910941066226711,0.023218717738080263,0.693433753775214,0.31226895716706105,0.6342043972641853,0.9487611745616383,0.871686151663831,0.1996126164419525,0.9530837192552877,0.22295769247063812,0.6630786675852606,0.9167439839937555,0.1320707234066879,0.8626793739045793,0.9856490163471068,0.7028192337726277,0.5610204715653616,0.9016114172496484,0.6086103635997561,0.4962924881890295,0.8558236157165674,0.17601024107324093,0.9803302765559834,0.1501364577491987,0.946560389466063,0.8944917065146237
cg005,0.13057536274122183,0.06575797218745072,0.5287519451230164,0.5219821794199898,0.5589805190865333,0.30434826179405994,0.9489045453417926,0.1356003012564383,0.028283188319388697,0.6318480205321293,0.028556742143508562,0.7730483968513762,0.33002708503346045,0.2789896477165452,0.565442428973376,0.7274052519670786,0.26175476297091016,0.3916212012941891,0.71973554776679,0.5907225111433486,0.4222931821102359,0.45483837020937,0.7935868559244057,0.6989331390394204,0.872079357133357,0.708440361170309,0.8634223236785141,0.4270888178860218,0.31787787753878693,0.665900520899327,0.868267027126699,0.5577640082622681,0.8727592126718052,0.2546662281508214,0.9699155010561814,0.8640399095375153,0.7030185904919682,0.6555571381969612,0.22151282231847524,0.5701565234869191,0.6797015566960649,0.10209562306871489,0.22604846978642934,0.9854477732488645,0.15404625568735952,0.45969314025751395,0.6954802003700697,0.537151256756781,0.1112424529826831,0.9648672174764477,0.9268842590298422,0.5257312837942439,0.7624320310742251,0.15929067474478864,0.06971492024325165,0.23484255761661332,0.9423738406180109,0.16137010143188613,0.4116568568229403,0.07600336998852308,0.2409814296700249,0.31822646869825844,0.561545084620627,0.9516255149949506,0.21441747238307396,0.4157407356331623,0.6514589863597743,0.9155457782978019,0.7208044093658585,0.9846950388796256,0.028474030225310476,0.8201731562904562,0.19621199659353394,0.6656478580814,0.09151403030395233,0.25643954358537613,0.7739861499735168,0.287601694350638,0.8735318032277959,0.8535489552209761,0.1032892523622273,0.46092427070605735,0.5679056588350844,0.8344149191947997,0.89282148764058,0.13452019546109917,0.8836263260427472,0.998113328283566,0.8543550880431493,0.30204565424589713,0.5294170508805323,0.27224276101667744,0.12052308460844052,0.22332127167133664,0.8386997917668082,0.11743108152600068,0.9041144581421342,0.9439677417523756,0.9970518556867465,0.22234396219801356
cg006,0.560084439581738,0.16914068916508762,0.09320236774306334,0.18062496270748263,0.9843712510285302,0.508600782441618,0.061742534725865994,0.5032275999263629,0.5232739295323312,0.9078098246691524,0.9962929279872613,0.4499656445698964,0.1714547284170831,0.37448311288689384,0.4124310593732332,0.5534428853245326,0.566644319790366,0.4757969473189232,0.3289010010647274,0.35050403335300684,0.9574680096919475,0.7938672128052238,0.2324908578331768,0.48856013247144736,0.22212250207960638,0.1908494761088455,0.37963649468443494,0.838593517919881,0.8844776794412211,0.7464099445363138,0.3520924222724864,0.5620891930043086,0.9078595816804897,0.44678649038706664,0.18403624238594873,0.5326235122935228,0.5971385456891127,0.7367397284753836,0.11229198147185393,0.8719196897276098,0.13101138359201547,0.061133891850499,0.7927602737726771,0.3143916335205844,0.1134128175526814,0.8421651276833193,0.059136675902358604,0.07551198117107927,0.9723468078477121,0.17079665167376468,0.7629365049305069,0.792093752840709,0.0545093034099996,0.14146144649525305,0.5228485286482334,0.2591055611141594,0.10032972555051567,0.004960347309245217,0.5538490367168961,0.16013296364423046,0.47723738179087016,0.6035571994010078,0.8597058256301539,0.8632356937009101,0.8454555644526551,0.014386037175663668,0.2874454963015919,0.16030594735687542,0.01783233589500166,0.43681342087933517,0.58160263075196,0.2064685177731609,0.5246850782444982,0.24268204291500506,0.7043610391730701,0.8771207969804539,0.15645312129554845,0.20160786656928253,0.8894784052797264,0.3720434057384534,0.07057487361108261,0.6308548624765554,0.2847291177791762,0.3859815559971477,0.6723746261558421,0.5496823281119245,0.3788001579741419,0.10004277394638106,0.2072505311656393,0.6848851342391838,0.9975608402392456,0.5298158793781276,0.2712944044951614,0.5492335502603154,0.549101677368603,0.3039684624849497,0.3657983806172104,0.0829662345603922,0.41608504460208484,0.2898176285549232
cg007,0.8669125577078782,0.3341354503921353,0.44219981085111404,0.7088462748988598,0.5375120029121324,0.1894342094640159,0.34360689885353546,0.5588714058156008,0.8236284649242979,0.9829538319354083,0.02232423975309239,0.7248281535077379,0.057404159539087285,0.08086581169622475,0.8230699830754326,0.8984058810281037,0.47622032068784015,0.3387316352841637,0.6150509325780563,0.49347220123349256,0.6957965211793439,0.9218682137361575,0.5022494045290681,0.45548141856730573,0.7404114249271665,0.5676728774008805,0.5019183423144772,0.4054150517741677,0.4956999126862175,0.07482208354475062,0.7641331880628789,0.9403796526459702,0.8265610977667538,0.38657610776990525,0.592775373954514,0.7040378470162161,0.8323211076137765,0.003626536867356256,0.7194314942747095,0.8380406021000977,0.5704643679759567,0.8703205070003662,0.13317300392855735,0.6324716948709111,0.8343337436394801,0.11800497940728327,0.7585474311028053,0.4497622933280808,0.3421350505086055,0.11991949485540321,0.6679697614783877,0.13589384209605282,0.6163984420856153,0.5857931528922885,0.025156039140472375,0.037329842672003566,0.7379233173206633,0.6247293232501226,0.713929193008609,0.903541529473968,0.9754589103304872,0.952002716014061,0.3068095211205276,0.15321044872480527,0.8959957934455339,0.5721955351697745,0.8377672319005947,0.27944465308353594,0.7411975813666195,0.04922564149799824,0.9607252830190395,0.7070359825140977,0.4768159886399088,0.053481720331330695,0.27834535795373383,0.566530459468621,0.9428151864047988,0.8351140509220685,0.5661194165936208,0.7196712614643828,0.347036545747211,0.781736389071664,0.004987387288159839,0.5266263041896903,0.08927020222298376,0.8052445968727475,0.050883445311661,0.16509651804520675,0.2398783540559576,0.5849761415991893,0.23470918168071164,0.016159310660206927,0.8173317873873467,0.8088787944919162,0.5482974199536103,0.20533356231156186,0.28937983803955514,0.6289538652770169,0.037500186434388794,0.8235071786900103
cg008,0.4204006300636419,0.6647662880453947,0.7310809921191286,0.8632926852685741,0.9139278250439508,0.056882738324754545,0.5104774890051168,0.15186087019171135,0.6764313832737738,0.2980969906399341,0.16131023061306615,0.3736264012609568,0.13070306555747468,0.5855973964967276,0.1926045927782417,0.75855397350752,0.44330264487498394,0.40995160170698175,0.3317903836012529,0.5706631187185724,0.6958840413762211,0.5528290927717914,0.8907629593223977,0.19257159020343395,0.7692400558538869,0.2118089337874185,0.03099227756736922,0.19881087965029787,0.12481652649978126,0.47474255121469233,0.7711531988144026,0.15305788615713434,0.5531033168704919,0.9089302049342347,0.5562882761451289,0.9137268666682613,0.9577339901720816,0.11734329601997029,0.1603776018674643,0.9591900590061693,0.4648237516747422,0.652028470238302,0.053682926788469865,0.7537605697053686,0.8630019066547054,0.5408825686867613,0.17440660607507064,0.029851366316191896,0.5619218732349109,0.605690888377536,0.01127877294514068,0.11085308471095612,0.26636147374603536,0.6642106447568712,0.45713877034726236,0.625485251112547,0.37342849416905743,0.7176663508161575,0.4359511935709407,0.42156906033520036,0.6265951195079665,0.17345786411409259,0.6045375462971402,0.4105934548074388,0.47120585056554876,0.023469356942855346,0.46074065435848277,0.6405340047007677,0.3476510296555696,0.668585055199796,0.4639890701133029,0.6649747013301044,0.6354940558937602,0.9465119036159326,0.9100763673747598,0.15043821126081536,0.4130519134786448,0.0497422079611467,0.9409834016284028,0.7284267648568246,0.5793329040867625,0.48495018894220454,0.35224974965767,0.8156270440269986,0.6795056442221414,0.7644347637535115,0.37655506927627846,0.12248692767432667,0.7353080177038649,0.27522415463806893,0.10542791774607585,0.4417097157578944,0.7238955068447268,0.03342624108574921,0.7292120253278871,0.11823505191866568,0.12317170297508762,0.44421086798850207,0.1396564076503417,0.16175423551736012
cg009,0.9110861865928258,0.2515038938193912,0.17774454002720097,0.8196936497164681,0.6874151327663734,0.9285788169838345,0.8227650558108554,0.3458148080938036,0.5782363109415609,0.9716568853932237,0.8007808680560737,0.0012692766100790287,0.3475402225764399,0.5846260366794159,0.8256802795469446,0.8641588345929918,0.8027298293728421,0.23528603765005385,0.7587880010531924,0.3815953185098372,0.8990093188468624,0.06250342812222787,0.8483710232382754,0.7982789512216927,0.3550650033806717,0.42688315564669155,0.010101670271076557,0.09783407813717016,0.8121141950878547,0.23876429569246538,0.6460337910594638,0.28206896803479575,0.9805392040220186,0.29196631324720224,0.2562286995792169,0.264197299997303,0.1043006044564806,0.3164757454594411,0.7473043173860835,0.04772241345285566,0.363039980497479,0.9740853241632835,0.882400206973052,0.7085788643492942,0.2888639177635819,0.6218345963111316,0.15330323520478106,0.7868315507395865,0.5066180904255163,0.7762928507935267,0.38706722912519365,0.8797478810389042,0.16789239713603987,0.5352562786327225,0.8027318071874818,0.33868812050949615,0.05814446765163972,0.6733941945620298,0.12188262750268475,0.11000969425666096,0.4211468709944237,0.3199990283372618,0.3401348051311378,0.23289895615739786,0.4309547054474533,0.17835499065548788,0.6967049202673491,0.5346258372955113,0.2875033821086167,0.9442319048636213,0.41434395197843243,0.4305340108459359,0.5506923999616287,0.38653726627217955,0.42775353357731016,0.7901124114846552,0.5651762762665896,0.01194267712988728,0.24422088275835485,0.27301079908267545,0.6597362654446945,0.1549058557574865,0.052641209740715844,0.2307253036302246,0.09892983462013061,0.5916982593259253,0.8985582913125363,0.6579979600479097,0.6217083850368705,0.08026766843697508,0.8901776882133969,0.15880772737524385,0.39114696077849875,0.7594478682204284,0.9044379713362678,0.4728842673620619,0.345986330695473,0.2315502783325586,0.29825324202971826,0.6947273319751092
cg010,0.08317238571578633,0.5507568200452863,0.3708178536253669,0.6738061539304185,0.7585436788288332,0.05687822387194119,0.10557022705102914,0.4667814268199114,0.5717007827606961,0.888341287864193,0.7329051008257866,0.9254319398849188,0.3937883852585179,0.5753018782814409,0.9290918750437918,0.9837987550013746,0.9872520221800768,0.8034903445635101,0.9417454849792385,0.8496820591450399,0.1412193080704247,0.11994434158260836,0.7653193226766067,0.27699093192681157,0.7894266016248681,0.5557412591961021,0.508787306694465,0.5971202789068797,0.2815951686489325,0.08300623484277292,0.17615734445247944,0.5665654148410901,0.5257424910790548,0.3704605674080609,0.17714200608597552,0.47876099422033414,0.8703027990565486,0.7942335327598541,0.2415442624606733,0.27391988901182796,0.967869808678186,0.10519521431263734,0.9063223382870558,0.7295104513704915,0.6712477700492863,0.29408068686782096,0.9965764644125952,0.6257455775700418,0.7912150447622913,0.9235963485415841,0.8403746464198496,0.29578411503054913,0.917962413355824,0.41675377056431606,0.059772600915152574,0.9590685564631116,0.5880412780078506,0.7131767277557046,0.8802615882117181,0.3320135016382829,0.4554721195030318,0.466003695596081,0.04436620438200356,0.272535745113069,0.49775405787095717,0.22035746548796542,0.4247949024042409,0.13731206697438147,0.058688123558615524,0.768963618080267,0.2727627489547053,0.12377336843057363,0.27259986383230317,0.0485779896082853,0.9345961803702235,0.3848653732867455,0.9059045001918546,0.9347627798028103,0.39357179286700117,0.5158469954941378,0.44235774498432057,0.8722491094757037,0.5517496939741351,0.31434239776661277,0.10194656556836135,0.6955358198997587,0.1114898081907153,0.9648001827082743,0.48965447818177776,0.1571604571666596,0.5864625756696444,0.6787666909201548,0.4377563008097082,0.2793059404680748,0.697743431538678,0.14040543299822983,0.6869679022620417,0.4750998962159114,0.4767901394597056,0.491951922223797
