Unnamed: 0,age,sex,Exp_PC1,Exp_PC2,Exp_PC3,Exp_PC4,Exp_PC5,Meth_PC1,Meth_PC2,Meth_PC3,Meth_PC4,Meth_PC5
s001,60.148110969666654,1,1.3422624549409643,1.6807543966679412,-1.9724374060824328,-2.428667708622079,-1.8390365957107475,-0.1722196344788372,0.0437467645375156,0.0128943616230308,0.5051167331421137,0.7725056477377981
s002,34.55873050948468,0,2.2745891751039284,-0.9370268764602644,2.085718102303841,2.6732577165673583,-0.8966859659097132,0.0939932646026344,-0.0670490609535981,0.4530116461355825,-0.7008844408835172,-0.3665998777060344
s003,28.82902017178637,0,-1.008451420863224,3.3385975493627345,1.5087859789175235,-1.038546146210399,0.4608232872394777,-0.6073210657892147,0.4295930723322333,-0.4078341429150346,0.0848366627849634,-0.1063477921759292
s004,59.27806044564846,0,0.5992218823777933,2.843601524551275,0.7939592197023547,1.0902930740168983,-0.876814492738048,0.6285545603144572,-0.3102234963608348,-0.0302805455914353,0.251002305676279,-0.5418591904259188
s005,42.31578515226653,1,-0.2423921616219901,0.0569783812932476,-1.8119016008717637,1.2026085088115332,-3.780851071849373,0.8945568571029485,0.1536399644168653,0.1834086960256656,-0.3264648034910696,0.3776596604731857
s006,48.752910081822165,0,-1.010489113991069,0.043018159917476,-1.13604475039259,-2.437677160724245,-1.6133052669498722,-0.4006186066919268,0.0033911875170345,-0.2463941938924597,-0.7712261589789429,0.3083432885128155
s007,45.01697973721067,1,-3.6947145653761786,0.8844268387421148,1.1760409159204537,1.1367021571694091,1.5055978829670429,-0.5067308798128413,-0.0934036914517972,-0.3181613629530159,0.0854279335345358,-0.0982182848558936
s008,45.46207228129738,1,-1.9131396912947916,-2.639751712203141,-0.679428426608641,2.0861569328255256,0.59158602604703,0.2711873016726404,-0.7710138740077273,-0.1433020712380334,0.047482231714017,0.0792141734740218
s009,55.51633418256116,0,-1.916392166884988,2.60994709075329,-0.9695436828526316,-2.539214781029269,-0.4314104939502422,-0.1063751878242541,0.0566988833248953,-0.4256597833339453,0.222998869782406,0.2428538395483694
s010,23.11201992001376,0,-2.348122947098973,1.786022661880607,-2.130276751398782,-0.3866056602009885,-1.943038228552709,-0.3423996416258607,-0.2644725235777804,0.254119500612851,0.4452278419213277,-0.0366438421737115
s011,29.992181699977813,0,-2.966409081555898,0.8979305752271349,-2.8154698070601145,1.960421060777893,-0.7446086542595748,-0.2159160202314581,0.1763723741495486,1.0707691438514446,0.168286922967072,0.1785619360184777
s012,47.5814035408868,1,4.114381751347709,2.079934940493652,-0.5086949230904079,0.730212754657581,-0.5969145889271696,-0.311001964516248,-0.3771844098954915,0.4449416785202477,0.1640437015119681,0.1914417295637233
s013,28.67988900986236,1,0.2907661532882825,2.398356556924649,1.1927926441943486,2.3784596867398284,-0.2721477293181703,-0.10666499974346,7.728772990971162e-05,0.6538984529574955,-0.5694501907828048,0.7217923645783065
s014,53.81398503746599,1,2.6356722712154608,-1.2891077908066175,-1.727755089417178,0.708533673000881,1.668066747361899,0.3359112184657271,0.0547658425639796,-0.2686246977114943,-0.3832346482458935,0.2972660153106299
s015,61.50250075681458,1,-2.1639483224884213,-0.2515292839680687,2.380601778563932,-2.5106754369151627,1.1557330552273308,0.4881759290215368,-0.1254781654520777,0.0245303482388917,-0.4746429230078615,0.0393101973520639
s016,50.895702538966304,1,-0.7418201901378281,1.061100052622775,-0.8834186143322257,0.1381650502165542,0.8646562381243098,0.8067577381970691,-0.2141377991581202,0.7118958570529135,0.3050017379411706,-0.1361107349752155
s017,40.70207232926276,0,0.1489895624932528,-2.0497638962655005,-3.1526169016864705,-0.2109036539792775,-0.1306446100649368,-0.3903326341108348,0.1009651833135214,0.46770086018884,-0.0022382588429751,0.661759965521735
s018,58.29838410702344,1,1.9132130702036592,-2.1090485283606464,-1.93122724993669,0.3711582698540472,1.1118574715329987,0.6850189863273338,0.0136351667131415,-0.2942022084243804,0.2559499364245871,-0.2358378110135463
s019,55.6863952036793,1,0.2428562976637199,0.9198131208149752,-2.3246201918171936,-2.6242193388214146,-2.2631094544809893,-0.2979482679598567,0.5196476914514689,0.0172900507850109,0.0184622420216024,0.1075221557601641
s020,57.1202754850742,1,-2.7054053064182217,-0.8019056912110241,2.095696550186999,-0.0440354963233493,1.0074161749965185,-0.0754751488101383,0.0057876488688523,0.3927182152735604,-0.0091736226217931,0.3112808656632542
s021,56.691879529007,0,-1.0504134921845438,-0.7399801365848495,2.3289330087643694,1.1126932343005207,-0.2947764746743551,-0.6955644913118247,0.4325692361175199,0.42218198125055,0.0165377786647033,0.4485181862788824
s022,47.96010617100251,0,0.6117317683947185,-0.6955933304161057,-2.199402962593526,1.946886460226356,0.3138653380855653,-0.2170846304665164,-0.1997159009145675,-0.1583759236924463,-0.5339423485107502,-0.3413849973859525
s023,40.23458089646218,1,1.734785121088264,-0.8252369688900264,2.1210491031103684,-1.714281623501389,-1.4144409612651667,-0.5347022807721934,-0.2850254857666473,0.1808862877022377,-0.4938394227633088,0.1332351704424474
s024,30.368244598788287,0,-3.312205642837093,1.788838489273061,0.0543239092242001,-2.6629013807318627,-0.1105280771240546,0.1127832997383727,-0.4750183405780003,-0.0890735196477979,0.4518450511381637,-0.1344660933849673
s025,29.573683496840992,1,1.0728033225504934,-1.4755750029261956,1.8387578697659173,-0.907673817854362,-1.4420621402915106,-0.2461831546892693,0.0628746304399597,-0.6742641524539641,-0.0655994534130326,0.2762670106419065
s026,36.22557784906535,0,1.7394726039809318,-3.5016520008369523,-0.6164392082188955,-1.6326762601812346,-0.6334924654724985,0.1092494345040553,0.2467047603718189,-0.2440836055174847,0.054506305101898,-0.2382812055758795
s027,48.8578103046388,0,-1.3717942179889242,2.9511388125034883,0.1579012856811354,2.1741397075927056,-2.2416136438801657,-0.9298030814162228,-0.104046508703949,-0.2294928004663523,0.1108492545986352,-0.4944145021804107
s028,37.26156132055736,0,0.6253782525980688,-2.820098556240287,1.5225644859385488,-0.5380918678195723,-0.8641518684599787,0.1981438296863361,0.7410220437051275,-0.3386233891050357,0.2496878747914472,-0.2687435247218595
s029,27.059500045713285,0,-1.9030788826706828,-1.0072009962925177,1.133960685061961,-0.973456572996478,-0.8957285898398901,0.2275560397793162,0.3540141716019525,-0.3536994058661019,-0.3633903601968711,-0.208716511970447
s030,21.33084576081586,0,-0.1282014070532741,2.3900931681724886,-0.2379823365457571,-2.714510117094202,-1.6938997627898076,-0.0311939439545511,-0.585203311152,0.0022392455642366,0.1793401713737191,0.5693799534565818
s031,49.8753498424432,0,-2.13893709704807,-0.5763595883012068,-0.2312729498883959,-2.0607241298638828,-0.0157650203971134,0.425919404090768,0.0197453203627782,0.0483345851275581,0.1915886437701199,-0.3880376236275983
s032,18.877806557470524,1,-2.405752675940659,0.1371068497305149,2.6405618457575737,1.1294659626297916,1.1096374598051857,0.3806266511290724,-0.1448269279476287,-0.5192781722160931,-0.0172689622681475,-0.1652715926979832
s033,44.24067996022586,1,1.1203867604940936,-0.0103811376392077,-1.136617561912837,-0.6558020748489511,2.189805442970159,0.0065507823425654,0.8636218712175189,0.0503465437896195,-0.0613944125792788,-0.290140549919088
s034,56.911059272627305,1,-3.170111072866761,-0.4391522957897066,-0.0710954437706092,-0.4854301826811902,-0.6328125925750416,-0.0324837292113423,-0.1756677937327372,0.0090447739932316,-0.0121249860588354,-0.7581098066554596
s035,45.75921662495165,1,-1.3703479743818214,0.0946493482721178,0.0422198296944497,-0.7179736605736526,3.6093650773204593,0.0128087882837074,-0.4715644614029275,-0.5584710644325533,-0.231007580080392,-0.0692845835154678
s036,49.00451673166545,0,2.8880617732519007,0.8210344591478442,0.944302601941988,2.122123506970142,2.092393118122056,0.4202190683161797,0.2150497000529455,-0.0120267385967482,-0.7051230353974717,0.3519950690552824
s037,37.18277638476043,0,-1.5498925760411983,1.7543833465609764,-0.7749367097689395,3.415737651665235,0.7377424771207622,0.7375466014340183,0.1422976890008754,-0.0215435633687194,-0.0231806807718289,0.3891206820245488
s038,22.726805673586604,1,-1.146799054822773,-1.5251155460569965,-0.8519546984362252,0.7846815909422642,1.675038611180096,-0.7235504979436695,0.1680077967377661,0.5621660080086658,0.28306747388946,-0.4816332422779684
s039,31.450215513610967,1,0.6809215124876189,3.068576708582801,-1.893840357588439,-0.1150636551614951,-2.8574955207368475,-0.5721581712498273,0.053318563367866,0.0572549138178069,0.0890065512114957,-0.5204956077230269
s040,63.29839579591685,0,-3.15592299794114,1.32594165485351,0.3597497279759205,2.0026454716738664,1.1671083568165472,-0.4831501490990018,0.2488575447920293,0.3672946493533625,-0.3516899050805718,-0.1922204400438649
s041,43.13360589981501,0,-3.2151091153787985,-2.2071208929810626,2.1390494007243035,0.6442499167645,1.780212456094463,0.7072234512627442,-0.2497856571752759,-0.1490697091652956,0.1075776234189636,-0.263255655515315
s042,20.885904049222656,1,1.3375716135714266,-1.4743385645989882,-0.8212179451589745,-0.7944333740119125,-0.7217913597276682,0.4909013000581398,0.4479845151554786,-0.2300927686805425,0.7727656433875789,0.069032250323658
s043,19.08645776755674,0,1.1693478000493736,-3.867203456823452,0.2772390097328303,-1.014815765472491,-0.6442699904344509,0.0321320653425065,0.2536443042258496,-0.3384113627873798,-0.2593725824797372,-0.3838939811187462
s044,57.80841468264437,1,0.6083457004087224,-1.7246902525805106,0.7877363049987868,3.114449866688099,-0.2882729731183373,0.1379774952056054,-0.3144327385062997,0.4666877094775372,-0.1237585698699711,-0.3937608038052709
s045,25.042959294961804,1,0.5863235641773675,3.724174962571996,1.0633498678743112,2.1727827973524407,0.3700295479377069,0.6294337823048255,0.2140349373575715,-0.1385410597194768,-0.2382804871458404,-0.0795029731445438
s046,57.8227240223205,0,-1.8993199532705471,-0.2796497976825975,-2.603693665503102,0.5261025368584541,-2.2533057325621004,0.0876603443809519,-0.3557126246760425,0.4917107821916997,0.0602128336651255,0.3189348657583726
